,Mkt-RF,SMB,HML,RMW,CMA,Rf
20231208,0.45,0.16,0.53,-0.13,-0.08,
20231211,0.35,-0.44,-0.12,0.02,0.64,
20231212,0.34,-0.64,-0.89,-0.37,-0.22,
20231213,1.55,1.92,1.35,-0.99,0.17,
20231214,0.51,1.84,2.03,0.03,0.38,
20231215,-0.06,-0.59,-0.57,0.14,-0.35,
20231218,0.42,-0.51,-0.36,0.35,-0.24,
20231219,0.72,1.51,0.68,-0.38,0.05,
20231220,-1.56,-0.35,0.15,0.76,0.09,
20231221,1.09,0.74,-0.02,-0.57,-0.17,
20231222,0.2,0.61,0.1,-0.65,0.2,
20231226,0.48,0.83,0.43,-0.33,-0.16,
20231227,0.16,0.17,0.1,-0.32,-0.14,
20231228,-0.01,-0.38,0.02,-0.32,0.15,
20231229,-0.43,-1.14,-0.36,0.69,-0.06,
,,,,,2768,2751.00
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,2751,
